snap,cloud,time_value,c_coord_X,c_coord_Y,c_coord_Z,Peak_Density
495,cloud-4,4.290492248535156,140.45891095171905,218.81170972723135,38.435289316874275,7417.822284356812
495,cloud-5,4.290492248535156,137.95842629410168,220.80902797363194,36.18295994172236,6667.600691427473
494,cloud-0,4.2904918670654295,228.28803984470673,181.1627863060116,69.55899561214092,47803501461447.41
494,cloud-1,4.2904918670654295,105.78105446957386,205.0001473863406,36.835924382085494,14240.703582463462
494,cloud-2,4.2904918670654295,210.12027293170001,212.47455784752503,64.20455745664022,10611.649757416339
494,cloud-3,4.2904918670654295,133.28920646793085,215.74020550546277,27.251424697718676,8408.112286392638
494,cloud-4,4.2904918670654295,140.45890991091454,218.81170981948537,38.435290140103646,7417.844678129238
494,cloud-5,4.2904918670654295,137.9584257152302,220.8090280408945,36.18296079652648,6667.600757573189
493,cloud-0,4.2904914855957035,228.288040319816,181.1627877317393,69.55899516647999,47628278698563.94
493,cloud-1,4.2904914855957035,105.78105486240105,205.00014747267602,36.835924247543005,14240.65629759241
493,cloud-2,4.2904914855957035,210.1202728019029,212.47455870109553,64.20455749159291,10611.643270920234
493,cloud-3,4.2904914855957035,133.28920587502785,215.7402060203635,27.251425902910455,8408.065741885608
493,cloud-4,4.2904914855957035,140.45890887010833,218.81170991173886,38.4352909633339,7417.867072782348
493,cloud-5,4.2904914855957035,137.9584251363589,220.80902810815667,36.182961651330004,6667.600825197227
492,cloud-0,4.290491104125977,228.28804079354447,181.16278915926213,69.55899472269135,47488417247821.79
492,cloud-1,4.290491104125977,105.78105525522983,205.00014755901157,36.83592411299987,14240.609014107173
492,cloud-2,4.290491104125977,210.12027267213193,212.47455955465796,64.2045575265667,10611.636784043589
492,cloud-3,4.290491104125977,133.2892052821275,215.74020653526367,27.25142710810279,8408.019197629159
492,cloud-4,4.290491104125977,140.4589078293024,218.81171000399286,38.43529178656392,7417.8894668542125
492,cloud-5,4.290491104125977,137.95842455748902,220.8090281754181,36.182962506133094,6667.600893584908
491,cloud-0,4.2904907226562505,228.28804126620307,181.16279058866814,69.55899428066039,47368926141032.49
491,cloud-1,4.2904907226562505,105.78105564805902,205.00014764534725,36.8359239784548,14240.561729071926
491,cloud-2,4.2904907226562505,210.12027254238757,212.47456040821106,64.2045575615633,10611.630297735423
491,cloud-3,4.2904907226562505,133.2892046892294,215.74020705016306,27.25142831329709,8407.972654237697
491,cloud-4,4.2904907226562505,140.4589067884963,218.81171009624703,38.435292609794395,7417.911862029111
491,cloud-5,4.2904907226562505,137.95842397862037,220.8090282426787,36.18296336093685,6667.600961976334
490,cloud-0,4.290490341186524,228.2880417379592,181.16279202008377,69.55899384029212,47240697058135.875
490,cloud-1,4.290490341186524,105.7810560408883,205.00014773168147,36.83592384390802,14240.514442825626
490,cloud-2,4.290490341186524,210.12027241266645,212.47456126175626,64.20455759657844,10611.623812112108
490,cloud-3,4.290490341186524,133.28920409633358,215.74020756506226,27.251429518491676,8407.926109127395
490,cloud-4,4.290490341186524,140.45890574769044,218.81171018850182,38.435293433024896,7417.934257798406
490,cloud-5,4.290490341186524,137.95842339975155,220.80902830993685,36.18296421574054,6667.6010309353705
489,cloud-0,4.290489959716797,228.28804220878104,181.16279345372493,69.55899340158209,47082652980169.96
489,cloud-1,4.290489959716797,105.78105643371845,205.0001478180156,36.8359237093604,14240.467157819457
489,cloud-2,4.290489959716797,210.12027228297066,212.47456211529328,64.20455763161351,10611.617327212338
489,cloud-3,4.290489959716797,133.28920350343958,215.74020807996027,27.251430723685885,8407.879563511144
489,cloud-4,4.290489959716797,140.45890470688434,218.81171028075602,38.43529425625604,7417.95665318854
489,cloud-5,4.290489959716797,137.95842282088216,220.80902837719333,36.18296507054367,6667.60110058688
488,cloud-0,4.290489578247071,228.2880425798638,181.16279431540946,69.55899275849677,46916411448143.52
488,cloud-1,4.290489578247071,105.78105682654913,205.00014790434875,36.83592357481035,14240.419872929248
488,cloud-2,4.290489578247071,210.12027215329576,212.47456296881768,64.20455766666626,10611.61084118279
488,cloud-3,4.290489578247071,133.28920291054757,215.7402085948566,27.25143192888177,8407.833018771866
488,cloud-4,4.290489578247071,140.45890366607864,218.811710373011,38.43529507948719,7417.979048687301
488,cloud-5,4.290489578247071,137.95842224201374,220.80902844444884,36.18296592534642,6667.601170626931
487,cloud-0,4.290489196777344,228.28804268680932,181.1627955894153,69.55899289682824,46786063392098.99
487,cloud-1,4.290489196777344,105.78105721938158,205.00014799068109,36.83592344025817,14240.37259041424
487,cloud-2,4.290489196777344,210.12027202364195,212.47456382232787,64.20455770174169,10611.604355122592
487,cloud-3,4.290489196777344,133.28920231765875,215.7402091097517,27.251433134079207,8407.786474663604
487,cloud-4,4.290489196777344,140.45890262527286,218.8117104652655,38.43529590271879,7418.001444498147
487,cloud-5,4.290489196777344,137.95842166314776,220.8090285117029,36.18296678015008,6667.601242003572
486,cloud-0,4.290488815307618,228.28804316398987,181.16279702939855,69.55899243983674,46664868993731.234
486,cloud-1,4.290488815307618,105.78105761221377,205.00014807701245,36.83592330570333,14240.325307793657
486,cloud-2,4.290488815307618,210.120271894016,212.47456467582998,64.20455773684,10611.597868679835
486,cloud-3,4.290488815307618,133.28920172477163,215.74020962464635,27.25143433927633,8407.739930658005
486,cloud-4,4.290488815307618,140.4589015844676,218.81171055752026,38.43529672595008,7418.0238400605585
486,cloud-5,4.290488815307618,137.95842108428084,220.80902857895623,36.182967634952234,6667.601313630483
485,cloud-0,4.290488433837891,228.2880436402575,181.16279847292148,69.55899198485253,46541861718184.78
485,cloud-1,4.290488433837891,105.78105800504625,205.00014816334308,36.835923171148366,14240.278026519081
485,cloud-2,4.290488433837891,210.1202717644133,212.47456552932604,64.20455777195482,10611.591384316172
485,cloud-3,4.290488433837891,133.28920113188656,215.7402101395403,27.25143554447631,8407.69338735009
485,cloud-4,4.290488433837891,140.45890054366234,218.8117106497748,38.43529754918164,7418.046235812792
485,cloud-5,4.290488433837891,137.95842050541438,220.80902864620646,36.18296848975474,6667.601383870794
484,cloud-0,4.290488052368164,228.28804411552878,181.16279991997402,69.55899153185591,46410686242892.48
484,cloud-1,4.290488052368164,105.78105839787936,205.000148249673,36.83592303659134,14240.230743494298
484,cloud-2,4.290488052368164,210.12027163483205,212.4745663828099,64.20455780708812,10611.584899879203
484,cloud-3,4.290488052368164,133.28920053900373,215.74021065443338,27.251436749676373,8407.646844539835
484,cloud-4,4.290488052368164,140.4588995028572,218.8117107420297,38.4352983724138,7418.068631945886
484,cloud-5,4.290488052368164,137.95841992654803,220.80902871345643,36.18296934455765,6667.6014540292335
483,cloud-0,4.290487670898438,228.28804458963822,181.16280137045206,69.5589910807698,46248608132708.52
483,cloud-1,4.290487670898438,105.78105879071342,205.00014833600292,36.835922902032806,14240.183460565182
483,cloud-2,4.290487670898438,210.120271505278,212.47456723627957,64.20455784224659,10611.578414241643
483,cloud-3,4.290487670898438,133.28919994612414,215.7402111693256,27.25143795487621,8407.600301230827
483,cloud-4,4.290487670898438,140.45889846205247,218.81171083428467,38.435299195645925,7418.091028120673
483,cloud-5,4.290487670898438,137.95841934768322,220.80902878070572,36.18297019936104,6667.601525387512
482,cloud-0,4.290487289428711,228.2880450623373,181.16280282429622,69.55899063151446,46055471396081.445
482,cloud-1,4.290487289428711,105.7810591835478,205.00014842233202,36.83592276747163,14240.136180530271
482,cloud-2,4.290487289428711,210.120271375748,212.47456808973962,64.20455787742804,10611.57192783243
482,cloud-3,4.290487289428711,133.28919935324396,215.7402116842181,27.25143916007994,8407.553756086629
482,cloud-4,4.290487289428711,140.45889742124766,218.81171092653895,38.43530001887996,7418.113424733961
482,cloud-5,4.290487289428711,137.9584187688186,220.80902884795395,36.182971054163204,6667.60159663731
481,cloud-0,4.290486907958985,228.2880455334721,181.16280428142295,69.55899018402579,45874355729582.01
481,cloud-1,4.290486907958985,105.78105957638374,205.00014850866083,36.83592263290799,14240.088901265124
481,cloud-2,4.290486907958985,210.1202712462436,212.4745689431924,64.20455791262897,10611.565441373497
481,cloud-3,4.290486907958985,133.2891987603664,215.7402121991094,27.25144036528195,8407.507211307044
481,cloud-4,4.290486907958985,140.45889638044304,218.81171101879391,38.435300842114245,7418.135821213857
481,cloud-5,4.290486907958985,137.95841818995396,220.80902891520134,36.18297190896642,6667.6016675476685
480,cloud-0,4.290486526489258,228.28804600308186,181.16280574162838,69.55898973831455,45720988375807.96
480,cloud-1,4.290486526489258,105.78105996921992,205.00014859498873,36.83592249834133,14240.041620727889
480,cloud-2,4.290486526489258,210.12027111676164,212.47456979663636,64.20455794784705,10611.55895530079
480,cloud-3,4.290486526489258,133.2891981674902,215.74021271400028,27.251441570486605,8407.460666985728
480,cloud-4,4.290486526489258,140.45889533963856,218.8117111110486,38.43530166534953,7418.158218125781
480,cloud-5,4.290486526489258,137.95841761108903,220.809028982448,36.18297276376882,6667.601737503755
479,cloud-0,4.290486145019531,228.28804647120552,181.16280720470675,69.55898929446028,45561286184950.3
479,cloud-1,4.290486145019531,105.78106036205634,205.00014868131385,36.8359223637741,14239.994342827174
479,cloud-2,4.290486145019531,210.12027098730218,212.47457065006998,64.20455798308475,10611.552469230359
479,cloud-3,4.290486145019531,133.2891975746171,215.7402132288907,27.251442775692084,8407.414123050095
479,cloud-4,4.290486145019531,140.4588942988326,218.8117112033031,38.4353024885842,7418.180615579091
479,cloud-5,4.290486145019531,137.9584170322248,220.8090290496923,36.182973618571054,6667.601807091046
478,cloud-0,4.290485763549805,228.28804693765596,181.16280867037068,69.55898885253067,45390843433040.78
478,cloud-1,4.290485763549805,105.78106075489336,205.00014876763825,36.835922229206304,14239.947066331768
478,cloud-2,4.290485763549805,210.12027085786582,212.47457150349211,64.20455801834532,10611.545982139616
478,cloud-3,4.290485763549805,133.28919698174758,215.74021374377946,27.2514439808959,8407.36758025759
478,cloud-4,4.290485763549805,140.458893258026,218.81171129555804,38.43530331181937,7418.203013160774
478,cloud-5,4.290485763549805,137.95841645336273,220.8090291169342,36.182974473373704,6667.601876618019
477,cloud-0,4.290485382080078,228.2880474022574,181.16281013814583,69.55898841258588,45201945931428.914
477,cloud-1,4.290485382080078,105.78106114773101,205.00014885396268,36.83592209463687,14239.899789280007
477,cloud-2,4.290485382080078,210.1202707284547,212.4745723569033,64.2045580536263,10611.539495817351
477,cloud-3,4.290485382080078,133.28919638888044,215.74021425866772,27.251445186101552,8407.321038630835
477,cloud-4,4.290485382080078,140.45889221721936,218.81171138781292,38.435304135055034,7418.225411393886
477,cloud-5,4.290485382080078,137.95841587450025,220.80902918417627,36.18297532817676,6667.601945651786
476,cloud-0,4.290485000610352,228.28804786483283,181.16281160755338,69.5589879746351,44994378879499.05
476,cloud-1,4.290485000610352,105.78106154057045,205.00014894028698,36.83592196006207,14239.852511163414
476,cloud-2,4.290485000610352,210.12027059906563,212.47457321030356,64.20455808892683,10611.533010005181
476,cloud-3,4.290485000610352,133.2891957960157,215.74021477355527,27.25144639130798,8407.274498147159
476,cloud-4,4.290485000610352,140.45889117641292,218.81171148006794,38.43530495829087,7418.24780916027
476,cloud-5,4.290485000610352,137.95841529563748,220.80902925141714,36.1829761829786,6667.602016204738
475,cloud-0,4.290484619140625,228.28804832527894,181.16281307821515,69.55898753858911,44776339608034.66
475,cloud-1,4.290484619140625,105.78106193341024,205.00014902661096,36.83592182548743,14239.805234933503
475,cloud-2,4.290484619140625,210.12027046970022,212.4745740636962,64.2045581242459,10611.526524621686
475,cloud-3,4.290484619140625,133.28919520315287,215.74021528844185,27.251447596514687,8407.227956353603
475,cloud-4,4.290484619140625,140.45889013560614,218.81171157232262,38.43530578152712,7418.2702078828615
475,cloud-5,4.290484619140625,137.95841471677468,220.8090293186566,36.18297703778064,6667.602087214023
474,cloud-0,4.290484237670898,228.28804878357408,181.16281454991952,69.55898710426078,44556085475780.93
474,cloud-1,4.290484237670898,105.78106232625049,205.0001491129346,36.83592169091027,14239.757958147895
474,cloud-2,4.290484237670898,210.12027034036163,212.4745749170773,64.20455815958891,10611.520038590388
474,cloud-3,4.290484237670898,133.28919461029264,215.74021580332783,27.251448801723512,8407.181414980154
474,cloud-4,4.290484237670898,140.45888909479942,218.81171166457733,38.435306604763454,7418.29260668843
474,cloud-5,4.290484237670898,137.9584141379145,220.8090293858933,36.18297789258297,6667.602159543515
473,cloud-0,4.290483856201172,228.28804923970387,181.1628160225937,69.55898667143973,44334923098998.64
473,cloud-1,4.290483856201172,105.78106271909114,205.00014919925792,36.8359215563319,14239.710681471212
473,cloud-2,4.290483856201172,210.12027021104896,212.47457577044943,64.20455819495177,10611.51355323202
473,cloud-3,4.290483856201172,133.28919401743485,215.7402163182133,27.251450006932743,8407.134873182375
473,cloud-4,4.290483856201172,140.45888805399267,218.81171175683227,38.43530742800007,7418.315005406834
473,cloud-5,4.290483856201172,137.95841355905475,220.80902945312914,36.18297874738607,6667.602233022994
472,cloud-0,4.290483474731445,228.28804969359064,181.16281749620006,69.55898623998212,44112830584949.99
472,cloud-1,4.290483474731445,105.78106311193275,205.00014928558127,36.83592142175212,14239.663405191219
472,cloud-2,4.290483474731445,210.12027008175795,212.47457662380938,64.20455823033433,10611.507068535888
472,cloud-3,4.290483474731445,133.28919342458005,215.74021683309707,27.251451212141433,8407.088330714754
472,cloud-4,4.290483474731445,140.45888701318566,218.81171184908672,38.435308251236904,7418.337403363487
472,cloud-5,4.290483474731445,137.95841298019448,220.8090295203645,36.18297960218729,6667.6023061788055
471,cloud-0,4.290483093261719,228.28805014511053,181.1628189706637,69.5589858098358,43888205618187.44
471,cloud-1,4.290483093261719,105.78106350477563,205.0001493719037,36.835921287169995,14239.6161300395
471,cloud-2,4.290483093261719,210.12026995249255,212.47457747716095,64.2045582657376,10611.50058363054
471,cloud-3,4.290483093261719,133.28919283172786,215.740217347981,27.251452417353846,8407.041788486202
471,cloud-4,4.290483093261719,140.45888597237928,218.81171194134157,38.43530907447372,7418.359801727969
471,cloud-5,4.290483093261719,137.95841240133495,220.80902958759927,36.182980456989384,6667.60237889517
470,cloud-0,4.290482711791992,228.2880515003158,181.16282007898567,69.5589856359024,43668187935218.73
470,cloud-1,4.290482711791992,105.78106389761895,205.00014945822375,36.83592115258466,14239.568856448957
470,cloud-2,4.290482711791992,210.12026982325125,212.4745783305027,64.20455830116228,10611.494097852728
470,cloud-3,4.290482711791992,133.2891922388776,215.74021786286391,27.25145362256592,8406.995248030762
470,cloud-4,4.290482711791992,140.45888493157284,218.8117120335961,38.43530989771148,7418.382200059719
470,cloud-5,4.290482711791992,137.9584118224774,220.80902965483278,36.18298131179279,6667.602451245278
469,cloud-0,4.2904823303222654,228.28805195952677,181.16282156621878,69.55898520825079,43471809039400.28
469,cloud-1,4.2904823303222654,105.7810642904624,205.00014954454372,36.835921017997265,14239.521583224281
469,cloud-2,4.2904823303222654,210.12026969403354,212.47457918383333,64.20455833660816,10611.487610752487
469,cloud-3,4.2904823303222654,133.28919164602956,215.74021837774643,27.251454827780407,8406.948707507203
469,cloud-4,4.2904823303222654,140.45888389076657,218.81171212585065,38.43531072094913,7418.404597760779
469,cloud-5,4.2904823303222654,137.95841124362016,220.8090297220641,36.18298216659501,6667.602523410831
468,cloud-0,4.290481948852539,228.288052416004,181.1628230541128,69.5589847820761,43282169148507.375
468,cloud-1,4.290481948852539,105.78106468330698,205.000149630863,36.83592088340944,14239.474310690794
468,cloud-2,4.290481948852539,210.12026956483905,212.47458003715514,64.20455837207383,10611.48112479428
468,cloud-3,4.290481948852539,133.28919105318468,215.74021889262912,27.251456032994312,8406.902166520837
468,cloud-4,4.290481948852539,140.4588828499604,218.81171221810575,38.4353115441871,7418.4269960230395
468,cloud-5,4.290481948852539,137.95841066476214,220.80902978929365,36.18298302139701,6667.602595081749
467,cloud-0,4.2904815673828125,228.2880528696077,181.16282454253744,69.55898435748497,43086634340151.445
467,cloud-1,4.2904815673828125,105.78106507615215,205.00014971718124,36.83592074882034,14239.427036099967
467,cloud-2,4.2904815673828125,210.12026943566948,212.4745808904686,64.2045584075587,10611.474639776634
467,cloud-3,4.2904815673828125,133.28919046034173,215.74021940751038,27.25145723820873,8406.855626482647
467,cloud-4,4.2904815673828125,140.45888180915404,218.8117123103605,38.43531236742518,7418.44939411715
467,cloud-5,4.2904815673828125,137.95841008590415,220.8090298565223,36.18298387619933,6667.60266643285
466,cloud-0,4.2904811859130865,228.2880533202743,181.1628260314022,69.55898393449002,42889723460604.53
466,cloud-1,4.2904811859130865,105.7810654689973,205.0001498034993,36.835920614229735,14239.379762929235
466,cloud-2,4.2904811859130865,210.12026930652468,212.47458174376902,64.20455844306542,10611.46815502429
466,cloud-3,4.2904811859130865,133.28918986749957,215.7402199223915,27.25145844342535,8406.809084934162
466,cloud-4,4.2904811859130865,140.4588807683475,218.81171240261543,38.435313190663294,7418.47179211985
466,cloud-5,4.2904811859130865,137.95840950704613,220.80902992374976,36.18298473100185,6667.602737960171
465,cloud-0,4.2904808044433596,228.28805376804684,181.16282752040473,69.55898351300488,42701817337759.695
465,cloud-1,4.2904808044433596,105.7810658618443,205.0001498898162,36.835920479637494,14239.332490264385
465,cloud-2,4.2904808044433596,210.12026917741287,212.47458259706465,64.20455847859616,10611.461670514967
465,cloud-3,4.2904808044433596,133.28918927466063,215.7402204372713,27.251459648641685,8406.762543523902
465,cloud-4,4.2904808044433596,140.458879727541,218.81171249487068,38.435314013901916,7418.494190112824
465,cloud-5,4.2904808044433596,137.9584089281899,220.80902999097665,36.18298558580328,6667.602809849292
464,cloud-0,4.290480422973633,228.28805421304423,181.16282900900825,69.55898309301864,42516182658212.67
464,cloud-1,4.290480422973633,105.78106625469164,205.0001499761336,36.83592034504159,14239.285213659963
464,cloud-2,4.290480422973633,210.1202690483211,212.47458345034718,64.20455851414623,10611.455185313456
464,cloud-3,4.290480422973633,133.28918868182458,215.74022095215068,27.2514608538595,8406.71600352368
464,cloud-4,4.290480422973633,140.458878686733,218.81171258712524,38.43531483714076,7418.5165892015175
464,cloud-5,4.290480422973633,137.95840834933466,220.80903005820159,36.182986440605276,6667.602881729592
463,cloud-0,4.290480041503907,228.28805465524067,181.1628304975968,69.55898267460954,42320831081881.41
463,cloud-1,4.290480041503907,105.78106664753996,205.00015006244968,36.83592021044359,14239.237940966961
463,cloud-2,4.290480041503907,210.12026891924975,212.4745843036182,64.20455854971543,10611.448699880095
463,cloud-3,4.290480041503907,133.28918808899124,215.74022146702907,27.251462059078307,8406.669462629856
463,cloud-4,4.290480041503907,140.45887764592499,218.81171267938038,38.43531566038028,7418.5389892518115
463,cloud-5,4.290480041503907,137.95840777047962,220.80903012542404,36.18298729540851,6667.602954353643
462,cloud-0,4.29047966003418,228.28805509458763,181.16283198609804,69.55898225766072,42114915058857.77
462,cloud-1,4.29047966003418,105.7810670403884,205.0001501487644,36.8359200758446,14239.190670264576
462,cloud-2,4.29047966003418,210.12026879020357,212.47458515687927,64.20455858530431,10611.442214715556
462,cloud-3,4.29047966003418,133.28918749615914,215.74022198190718,27.251463264298813,8406.622922181485
462,cloud-4,4.29047966003418,140.4588766051168,218.81171277163506,38.43531648362041,7418.561389140313
462,cloud-5,4.29047966003418,137.9584071916243,220.8090301926463,36.18298815020992,6667.603028207759
461,cloud-0,4.290479278564454,228.2880555311594,181.1628334741123,69.55898184217725,41898170603378.1
461,cloud-1,4.290479278564454,105.7810674332375,205.00015023507777,36.835919941244235,14239.143399537777
461,cloud-2,4.290479278564454,210.12026866117932,212.47458601012684,64.20455862091526,10611.435728938106
461,cloud-3,4.290479278564454,133.2891869033305,215.7402224967838,27.251464469518282,8406.576382162026
461,cloud-4,4.290479278564454,140.45887556430947,218.8117128638899,38.435317306860476,7418.58378971112
461,cloud-5,4.290479278564454,137.9584066127716,220.80903025986763,36.182989005012004,6667.603102730735
460,cloud-0,4.290478897094727,228.28805596597525,181.1628349596614,69.5589814282951,41660639598133.8
460,cloud-1,4.290478897094727,105.78106782608796,205.00015032139055,36.83591980664255,14239.096127935572
460,cloud-2,4.290478897094727,210.12026853217947,212.47458686336577,64.20455865654625,10611.429242661325
460,cloud-3,4.290478897094727,133.2891863105035,215.7402230116604,27.251465674740487,8406.529840375355
460,cloud-4,4.290478897094727,140.45887452350203,218.81171295614507,38.43531813010108,7418.606190260023
460,cloud-5,4.290478897094727,137.95840603391937,220.80903032708835,36.18298985981512,6667.603177676198
459,cloud-0,4.290478515625,228.28805639994545,181.16283644103103,69.55898101645658,41398853571828.76
459,cloud-1,4.290478515625,105.78106821893903,205.00015040770325,36.83591967203711,14239.048857355652
459,cloud-2,4.290478515625,210.12026840319953,212.4745877165925,64.2045586921954,10611.422756573947
459,cloud-3,4.290478515625,133.28918571767923,215.74022352653589,27.251466879962834,8406.483297926587
459,cloud-4,4.290478515625,140.45887348269486,218.81171304840026,38.43531895334155,7418.628591015244
459,cloud-5,4.290478515625,137.95840545506607,220.80903039430845,36.18299071461621,6667.603252224554
458,cloud-0,4.290478134155274,228.28805683185666,181.16283792049884,69.5589806066297,41132688066796.26
458,cloud-1,4.290478134155274,105.78106861179016,205.0001504940153,36.83591953743003,14239.00158569771
458,cloud-2,4.290478134155274,210.120268274248,212.47458856981325,64.20455872786681,10611.416270258049
458,cloud-3,4.290478134155274,133.28918512485683,215.74022404141095,27.251468085186687,8406.436754493596
458,cloud-4,4.290478134155274,140.4588724418877,218.81171314065514,38.43531977658294,7418.650990996736
458,cloud-5,4.290478134155274,137.95840487621257,220.80903046152588,36.18299156941674,6667.603326377763
457,cloud-0,4.290477752685547,228.288057261058,181.16283939940442,69.55898019816141,40860424198446.664
457,cloud-1,4.290477752685547,105.78106900464203,205.00015058032724,36.835919402820764,14238.954314567078
457,cloud-2,4.290477752685547,210.120268145319,212.47458942302458,64.204558763558,10611.409784549582
457,cloud-3,4.290477752685547,133.2891845320368,215.74022455628628,27.251469290411535,8406.390211427739
457,cloud-4,4.290477752685547,140.45887140108047,218.81171323291022,38.43532059982414,7418.673390910619
457,cloud-5,4.290477752685547,137.9584042973589,220.80903052874166,36.182992424218355,6667.603400010152
456,cloud-0,4.290477371215821,228.2880576879024,181.16284087721672,69.55897979073775,40585795470762.49
456,cloud-1,4.290477371215821,105.7810693974946,205.00015066663917,36.83591926821043,14238.907044943373
456,cloud-2,4.290477371215821,210.1202680164193,212.4745902762257,64.20455879927397,10611.40329815717
456,cloud-3,4.290477371215821,133.28918393921862,215.74022507116035,27.25147049563624,8406.34366821035
456,cloud-4,4.290477371215821,140.45887036027324,218.81171332516504,38.43532142306711,7418.695791590983
456,cloud-5,4.290477371215821,137.95840371850804,220.80903059595636,36.182993279020124,6667.60347483862
455,cloud-0,4.290476989746094,228.28805811292392,181.16284235314623,69.55897938436203,40306223371843.11
455,cloud-1,4.290476989746094,105.78106979034844,205.0001507529509,36.835919133599475,14238.859776478248
455,cloud-2,4.290476989746094,210.12026788754434,212.4745911294165,64.20455883501113,10611.39681260099
455,cloud-3,4.290476989746094,133.28918334640352,215.7402255860344,27.25147170086204,8406.297123236107
455,cloud-4,4.290476989746094,140.45886931946578,218.8117134174198,38.43532224630991,7418.718192589633
455,cloud-5,4.290476989746094,137.95840313965698,220.80903066317052,36.18299413382098,6667.603549723573
454,cloud-0,4.290476608276367,228.28805853627358,181.1628438269192,69.55897897893578,40021943941221.6
454,cloud-1,4.290476608276367,105.78107018320277,205.0001508392619,36.83591899898653,14238.812508645971
454,cloud-2,4.290476608276367,210.12026775869137,212.4745919825964,64.20455887076446,10611.390328299129
454,cloud-3,4.290476608276367,133.28918275359115,215.74022610090788,27.251472906088907,8406.250577721177
454,cloud-4,4.290476608276367,140.45886827865883,218.81171350967458,38.43532306955274,7418.740593544034
454,cloud-5,4.290476608276367,137.95840256080646,220.80903073038272,36.18299498862177,6667.603625148762
453,cloud-0,4.290476226806641,228.2880589579924,181.16284529841244,69.55897857433254,39729697095576.44
453,cloud-1,4.290476226806641,105.78107057605706,205.00015092557248,36.835918864370655,14238.765238508267
453,cloud-2,4.290476226806641,210.1202676298623,212.47459283576592,64.20455890653992,10611.383842818774
453,cloud-3,4.290476226806641,133.28918216078023,215.74022661578095,27.251474111317037,8406.204032662325
453,cloud-4,4.290476226806641,140.45886723785145,218.81171360192937,38.435323892795765,7418.762994166143
453,cloud-5,4.290476226806641,137.95840198195654,220.80903079759278,36.1829958434225,6667.6037012166735
452,cloud-0,4.290475845336914,228.28805937813362,181.16284676749123,69.55897817043936,39434419544429.664
452,cloud-1,4.290475845336914,105.78107096891208,205.00015101188148,36.83591872975131,14238.717968573634
452,cloud-2,4.290475845336914,210.12026750105665,212.47459368892405,64.20455894233736,10611.37735685512
452,cloud-3,4.290475845336914,133.28918156797167,215.7402271306528,27.251475316545672,8406.157488339337
452,cloud-4,4.290475845336914,140.45886619704464,218.81171369418445,38.43532471603944,7418.785395514444
452,cloud-5,4.290475845336914,137.9584014031087,220.8090308648019,36.18299669822334,6667.603777632641
451,cloud-0,4.290475463867188,228.28805979680325,181.16284823396762,69.5589777671297,39139182856539.79
